club,elo,club_clean,snapshot_date
Aluminij,1168.12548828,aluminij,2025-09-01
Zalgiris Vilnius,1167.50354004,zalgiris vilnius,2025-09-01
Beroe Stara Zagora,1165.05664062,beroe stara zagora,2025-09-01
Torpedo Kutaisi,1159.65441895,torpedo kutaisi,2025-09-01
Petrocub,1159.45910645,petrocub,2025-09-01
Partizani Tirana,1158.83312988,partizani tirana,2025-09-01
Egnatia,1157.89318848,egnatia,2025-09-01
Primorje,1156.98657227,primorje,2025-09-01
Slavia Sofia,1154.82470703,slavia sofia,2025-09-01
OFK,1153.84936523,ofk,2025-09-01
FC Spaeri,1150.32836914,fc spaeri,2025-09-01
Dila Gori,1149.45703125,dila gori,2025-09-01
Saburtalo,1149.44433594,saburtalo,2025-09-01
Mura,1149.24401855,mura,2025-09-01
Radomlje,1148.94213867,radomlje,2025-09-01
Vllaznia,1145.86279297,vllaznia,2025-09-01
Kudrivka,1143.77612305,kudrivka,2025-09-01
Botev Vratsa,1136.63708496,botev vratsa,2025-09-01
Mladost Lucani,1132.83972168,mladost lucani,2025-09-01
Kauno Zalgiris,1131.27331543,kauno zalgiris,2025-09-01
Flora Tallinn,1130.34924316,flora tallinn,2025-09-01
Spartak Varna,1129.19445801,spartak varna,2025-09-01
Dinamo Brest,1124.85290527,dinamo brest,2025-09-01
Hamrun,1124.80517578,hamrun,2025-09-01
Levski Krumovgrad,1124.65539551,levski krumovgrad,2025-09-01
SK Poltava,1123.96777344,sk poltava,2025-09-01
IMT,1122.13146973,imt,2025-09-01
Zimbru,1121.74816895,zimbru,2025-09-01
Episentr,1114.5020752,episentr,2025-09-01
Vukovar,1114.0489502,vukovar,2025-09-01
Linfield,1112.89941406,linfield,2025-09-01
Banga,1112.11181641,banga,2025-09-01
Torpedo Zhodino,1109.97851562,torpedo zhodino,2025-09-01
Zlatibor,1109.97265625,zlatibor,2025-09-01
Krusevac,1106.5838623,krusevac,2025-09-01
Milsami Orhei,1106.4597168,milsami orhei,2025-09-01
Hegelmann,1105.8293457,hegelmann,2025-09-01
Septemvri Sofia,1102.06384277,septemvri sofia,2025-09-01
Domzale,1099.02209473,domzale,2025-09-01
Decic,1098.27709961,decic,2025-09-01
Nis,1093.64477539,nis,2025-09-01
Vardar,1093.296875,vardar,2025-09-01
Sileks,1084.62585449,sileks,2025-09-01
Paide Linnameeskond,1082.51757812,paide linnameeskond,2025-09-01
Sutjeska,1082.15710449,sutjeska,2025-09-01
Rabotnicki,1074.94921875,rabotnicki,2025-09-01
Prishtine,1071.87976074,prishtine,2025-09-01
Ivanjica,1067.6394043,ivanjica,2025-09-01
Nomme Kalju,1067.46813965,nomme kalju,2025-09-01
Floriana,1066.5324707,floriana,2025-09-01
The New Saints,1066.42773438,the new saints,2025-09-01
Differdang,1064.40576172,differdang,2025-09-01
Montana 1921,1064.02490234,montana 1921,2025-09-01
Larne,1059.32751465,larne,2025-09-01
Hibernians Paola,1058.39916992,hibernians paola,2025-09-01
R Letzebuerg,1055.80249023,r letzebuerg,2025-09-01
Radnik Surdulica,1055.10986328,radnik surdulica,2025-09-01
Birkirkara,1053.95593262,birkirkara,2025-09-01
Dungannon,1052.24328613,dungannon,2025-09-01
Blagoevgrad,1050.54589844,blagoevgrad,2025-09-01
FC Infonet,1050.10693359,fc infonet,2025-09-01
HB Torshavn,1050.02612305,hb torshavn,2025-09-01
Una Strassen,1047.8717041,una strassen,2025-09-01
Dobrudzha,1047.15966797,dobrudzha,2025-09-01
Malisheva,1044.98461914,malisheva,2025-09-01
Runavik,1039.27258301,runavik,2025-09-01
Dudelange,1035.68383789,dudelange,2025-09-01
Podgorica,1034.60522461,podgorica,2025-09-01
Hebar,1033.51965332,hebar,2025-09-01
Gota,1033.25927734,gota,2025-09-01
Cliftonville,1032.94494629,cliftonville,2025-09-01
Lincoln,1020.64471436,lincoln,2025-09-01
Escaldes,1002.06817627,escaldes,2025-09-01
Penybont,988.081848145,penybont,2025-09-01
Haverfordwest,985.360229492,haverfordwest,2025-09-01
Santa Coloma,954.305236816,santa coloma,2025-09-01
St Josephs,949.521118164,st josephs,2025-09-01
Atletic Club Escaldes,944.222595215,atletic club escaldes,2025-09-01
FCB Magpies,916.444641113,fcb magpies,2025-09-01
SS Virtus,767.627746582,ss virtus,2025-09-01
Tre Fiori,736.193237305,tre fiori,2025-09-01
La Fiorita,716.190124512,la fiorita,2025-09-01
