club,elo,club_clean,snapshot_date
Rudar Velenje,1188.27893066,rudar velenje,2019-09-01
St Patricks,1187.02404785,st patricks,2019-09-01
Isloch,1185.16003418,isloch,2019-09-01
Liepajas,1184.45959473,liepajas,2019-09-01
Kauno Zalgiris,1182.24902344,kauno zalgiris,2019-09-01
Ashdod,1181.83886719,ashdod,2019-09-01
Cork City,1177.82067871,cork city,2019-09-01
Hamilton,1177.01147461,hamilton,2019-09-01
Inter Turku,1174.97351074,inter turku,2019-09-01
Laci,1174.8293457,laci,2019-09-01
Rovaniemi,1172.25512695,rovaniemi,2019-09-01
Proleter Novi Sad,1168.66577148,proleter novi sad,2019-09-01
Fola Esch,1168.28967285,fola esch,2019-09-01
Arda,1168.05749512,arda,2019-09-01
RFS,1166.52368164,rfs,2019-09-01
Alashkert,1162.70410156,alashkert,2019-09-01
Teuta Durres,1159.3449707,teuta durres,2019-09-01
Petrocub,1158.27661133,petrocub,2019-09-01
Tsarsko Selo,1157.03051758,tsarsko selo,2019-09-01
KR Reykjavik,1152.76757812,kr reykjavik,2019-09-01
Stjarnan,1150.86486816,stjarnan,2019-09-01
Breidablik,1150.55407715,breidablik,2019-09-01
Slutsk,1149.4284668,slutsk,2019-09-01
Partizani Tirana,1147.96936035,partizani tirana,2019-09-01
FK Minsk,1147.45056152,fk minsk,2019-09-01
Speranta,1145.83349609,speranta,2019-09-01
Kfar-Saba,1145.78442383,kfar-saba,2019-09-01
Valur,1141.84814453,valur,2019-09-01
Jeunesse Esch,1140.12060547,jeunesse esch,2019-09-01
Rad,1138.35058594,rad,2019-09-01
Sektzia Nes Tziona,1135.96069336,sektzia nes tziona,2019-09-01
Ararat-Armenia,1131.75244141,ararat-armenia,2019-09-01
Slavia Mozyr,1128.30212402,slavia mozyr,2019-09-01
Indija,1128.26513672,indija,2019-09-01
Lozinca,1128.0065918,lozinca,2019-09-01
Milsami Orhei,1126.51843262,milsami orhei,2019-09-01
Macva Sabac,1122.06494141,macva sabac,2019-09-01
Gomel,1121.79589844,gomel,2019-09-01
Shkupi,1121.07971191,shkupi,2019-09-01
Tabor Sezana,1120.51806641,tabor sezana,2019-09-01
Akademija Pandev,1119.19458008,akademija pandev,2019-09-01
Bravo,1110.17114258,bravo,2019-09-01
Makedonija,1106.48632812,makedonija,2019-09-01
Luch Minsk,1103.25,luch minsk,2019-09-01
Triglav,1099.81994629,triglav,2019-09-01
Podgorica,1098.59008789,podgorica,2019-09-01
Vitosha Bistritsa,1092.2701416,vitosha bistritsa,2019-09-01
Banants,1091.05688477,banants,2019-09-01
Nomme Kalju,1077.21276855,nomme kalju,2019-09-01
Zeta Golubovci,1076.79614258,zeta golubovci,2019-09-01
Zvyazda BDU,1076.04711914,zvyazda bdu,2019-09-01
Valletta,1074.08679199,valletta,2019-09-01
Mladost,1070.40991211,mladost,2019-09-01
Crusaders,1068.16992188,crusaders,2019-09-01
Linfield,1067.55627441,linfield,2019-09-01
Cliftonville,1062.4239502,cliftonville,2019-09-01
Torpedo Minsk,1060.71276855,torpedo minsk,2019-09-01
Balzan,1055.29284668,balzan,2019-09-01
Ballymena United,1054.58813477,ballymena united,2019-09-01
Sutjeska,1053.73632812,sutjeska,2019-09-01
Gzira United,1043.39477539,gzira united,2019-09-01
The New Saints,1042.20275879,the new saints,2019-09-01
Connahs Quay,1040.61328125,connahs quay,2019-09-01
Feronikeli,1040.22583008,feronikeli,2019-09-01
Prishtine,1028.62915039,prishtine,2019-09-01
Hibernians Paola,1027.46923828,hibernians paola,2019-09-01
Flora Tallinn,1015.06518555,flora tallinn,2019-09-01
FC Infonet,999.675537109,fc infonet,2019-09-01
Inter Cardiff,997.15423584,inter cardiff,2019-09-01
Trans Narva,984.49822998,trans narva,2019-09-01
Barry Town,979.248291016,barry town,2019-09-01
Klaksvik,956.491088867,klaksvik,2019-09-01
College Europa,943.126464844,college europa,2019-09-01
St Josephs,932.884399414,st josephs,2019-09-01
Lincoln,914.650878906,lincoln,2019-09-01
HB Torshavn,910.455200195,hb torshavn,2019-09-01
B 36 Torshavn,903.570922852,b 36 torshavn,2019-09-01
Runavik,901.615234375,runavik,2019-09-01
Engordany,784.756469727,engordany,2019-09-01
Santa Coloma,773.99987793,santa coloma,2019-09-01
Matecosa Sant Julia,754.937744141,matecosa sant julia,2019-09-01
Tre Fiori,707.414733887,tre fiori,2019-09-01
Tre Penne,676.546081543,tre penne,2019-09-01
La Fiorita,661.198242188,la fiorita,2019-09-01
